,PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
72916,1Pyfm,r4rk1/1b3p2/p3pq1p/1p1pb1pQ/4n3/P1P3B1/1PB2PPP/RN2R1K1 w - - 0 18,g3e5 f6f2 g1h1 f2e1,1181,77,81,605,backRankMate fork mate mateIn2 middlegame short,https://lichess.org/Uah38dl4#35,Caro-Kann_Defense Caro-Kann_Defense_Hillbilly_Attack
72925,1PzIX,1br2rk1/pp2nppp/2pqp1b1/6B1/3PB2N/2P4P/PP2QPP1/R3R1K1 w - - 5 17,h4g6 d6h2 g1f1 h2h1,856,81,95,728,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/eM344hXm#33,Queens_Pawn_Game Queens_Pawn_Game_Colle_System
72937,1Q06i,1r4k1/5pp1/7p/pR6/5q2/2P1r3/PPQ3P1/1K1R4 b - - 0 28,b8b5 d1d8 e3e8 d8e8,650,100,75,100,endgame mate mateIn2 short,https://lichess.org/laT5p11U/black#56,
72945,1Q0q4,4r1k1/pp2qpr1/2p4R/3p4/4nP2/7Q/PPP3PP/4R1K1 b - - 1 28,g8f8 h6h8 g7g8 h3h6,1075,81,91,1983,clearance mate mateIn2 middlegame short,https://lichess.org/39mhSzzU/black#56,
72950,1Q1VR,6r1/3qb1pk/1p2p1Rp/n2pPr2/Pp1P1PQP/1P2B2K/6RN/8 b - - 10 39,e7f8 g6h6 g7h6 g4g8,1286,74,92,1393,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/44cdAwlw/black#78,
72952,1Q1oL,r6r/3nbpk1/1q1p4/3Pp3/1p6/1p3P2/PPP3Q1/1K1R1B1R b - - 1 24,e7g5 g2g5 g7f8 h1h8,1174,160,75,18,deflection hangingPiece mate mateIn2 middlegame short,https://lichess.org/5gGNhNJg/black#48,
72953,1Q1sl,6k1/p2b2p1/3Qp1Rp/3p4/2pP4/2P5/P2q1r1P/R6K w - - 0 31,d6d7 f2h2 h1g1 d2f2,1170,77,92,1267,endgame mate mateIn2 short,https://lichess.org/K6YAY0SA#61,
72957,1Q1zh,2r3k1/1p3p2/p3p1pR/3pP1P1/2rP4/2P4Q/qP2K3/1R6 b - - 1 31,a2b1 h6h8 g8g7 h3h7,890,74,100,136,endgame mate mateIn2 short,https://lichess.org/QpEkCDBo/black#62,
72968,1Q2kv,1b3r1k/7p/p7/1ppN2Q1/4p1N1/2P2p2/Pr3P2/5K1R w - - 0 37,g4f6 b2b1 g5c1 b1c1,949,79,69,83,mate mateIn2 middlegame short,https://lichess.org/8e7w4Ps4#73,
72973,1Q3BO,8/1r3kpp/R7/8/p3n3/2P1B3/5PPP/6K1 w - - 0 27,a6a4 b7b1 e3c1 b1c1,649,98,94,525,endgame mate mateIn2 short,https://lichess.org/XXLrngAX#53,
72975,1Q3G2,3qRrk1/5ppp/1p6/1Qp5/1n6/1P1P2P1/r1P2P1P/4R1K1 b - - 3 29,d8c7 e8f8 g8f8 b5e8,707,89,80,142,attraction kingsideAttack mate mateIn2 middlegame short,https://lichess.org/znmXLCyT/black#58,
72979,1Q3S6,rn3r1k/pb6/1p2Q1p1/2p3Np/2P5/3B4/Pq3PPP/R3R1K1 w - - 1 20,e6g6 b2f2 g1h1 f2g2,1263,75,79,132,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/Ak3ipkMu#39,
72980,1Q3be,r6r/pp4p1/2pBpn1p/8/2k1P3/2N5/PPP3PP/2KR4 b - - 5 18,a8d8 b2b3 c4c3 d1d3,1791,77,74,64,endgame mate mateIn2 sacrifice short,https://lichess.org/mATNrx8a/black#36,Sicilian_Defense Sicilian_Defense_Taimanov_Variation
72986,1Q3xu,3r2k1/4pp1p/6p1/3R4/3B4/3b1P2/P4KPP/2R5 b - - 0 28,d8d5 c1c8 d5d8 c8d8,700,101,54,32,endgame mate mateIn2 short,https://lichess.org/nOWlH7gT/black#56,
73002,1Q5Ty,r7/5p2/1kp5/p3qBp1/KpPN2P1/8/3R1P2/3R4 w - - 3 36,d4b3 e5b5 c4b5 c6b5,1260,77,98,11981,endgame mate mateIn2 sacrifice short,https://lichess.org/CpiImBWC#71,
73011,1Q65N,5r1k/6p1/Q6p/4p1q1/2Bn4/8/PP3PP1/5RK1 w - - 1 26,a6d6 d4f3 g1h1 g5h4,1394,75,93,1895,endgame mate mateIn2 pin short,https://lichess.org/LwblD2Lw#51,
73014,1Q6FW,5Qk1/R4pp1/4p2p/P2p4/8/7P/2rq1PP1/1R4K1 b - - 0 31,g8f8 b1b8 c2c8 b8c8,970,81,88,256,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/Vi3Us1PP/black#62,
73033,1Q7Ug,3r1b1k/1QR3pp/p2p1p1B/4p3/1P1qP3/6P1/5PKP/8 b - - 7 35,g7h6 c7h7 h8g8 b7f7,1096,78,91,1453,endgame mate mateIn2 short,https://lichess.org/LB0T6uqj/black#70,
73039,1Q7qv,6r1/8/1P1p4/P3p3/1BP5/3P3R/5b2/5k1K w - - 5 56,h3f3 g8h8 f3h3 h8h3,1531,77,94,2139,endgame mate mateIn2 short,https://lichess.org/6SqiMxyN#111,
73044,1Q8dz,r3r1k1/1Q3p2/3p1P2/p1b5/8/8/3K2p1/8 b - - 0 34,a5a4 b7g2 g8h7 g2g7,1083,85,93,556,endgame mate mateIn2 short,https://lichess.org/uKCZ7Maq/black#68,
73060,1Q9k0,4rrk1/ppp2ppp/1bn5/3Bp1N1/4N1q1/2PP4/PP2KP2/R1BQR3 w - - 9 17,f2f3 g4g2 e4f2 g2f2,1360,78,93,1381,mate mateIn2 middlegame short,https://lichess.org/eEQt14h5#33,Italian_Game Italian_Game_Two_Knights_Defense
73063,1Q9t7,r4rk1/pp2bp1p/1np1B1p1/2q1B2Q/8/6RP/P1P2PP1/1R4K1 b - - 0 20,f7e6 g3g6 h7g6 h5g6,1669,75,92,1363,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/zlD86fY9/black#40,
73064,1Q9yW,r4r1k/p1Q4p/1p6/2n5/3n3b/1B2Kb2/PP5P/4RR2 b - - 4 34,h4e1 c7e5 f8f6 e5f6,1264,75,100,704,fork mate mateIn2 middlegame short,https://lichess.org/EeXmetMf/black#68,
73079,1QBA5,6k1/1R4p1/N1p4p/5b2/6P1/3r3K/PP3P1P/8 w - - 1 29,h3h4 g7g5 h4h5 d3h3,1138,76,92,376,endgame mate mateIn2 short,https://lichess.org/bAYW1hKY#57,
73085,1QBOr,8/2R3k1/5b2/3B3p/5P2/3K3P/pq6/8 b - - 14 64,g7g6 d5e4 g6h6 c7h7,1523,79,96,14063,endgame mate mateIn2 short,https://lichess.org/m8vnNZiE/black#128,
73093,1QBkK,4r1k1/7p/5R2/5p2/r3p3/P3R2P/1P6/6K1 b - - 1 36,e8e5 e3g3 g8h8 f6f8,1123,83,93,497,endgame mate mateIn2 rookEndgame short,https://lichess.org/7Zd7ZlF3/black#72,
73095,1QCBZ,6rk/p5q1/2P1R2p/8/P2pB3/3PbQ2/7P/7K w - - 1 38,f3f1 g7g1 f1g1 g8g1,1001,77,93,985,endgame mate mateIn2 short,https://lichess.org/BAs43Mbn#75,
73100,1QCKf,3r4/k1p2p2/npP2q1p/1Q2p1p1/1PP1Pn2/P5N1/2B3PP/5RK1 w - - 5 30,g3h5 f4e2 g1h1 f6f1,1104,80,79,75,deflection discoveredAttack kingsideAttack mate mateIn2 middlegame short,https://lichess.org/epmJII9G#59,
73137,1QENX,2r2r2/1p2n3/p2p3p/3Pp1k1/P1P1B3/1P5R/5pK1/7R b - - 3 39,f8f6 h3g3 g5f4 h1h4,2122,75,94,7076,endgame mate mateIn2 short,https://lichess.org/Fb7esetH/black#78,
73156,1QFhj,6rr/ppp2Q1p/6P1/4p2P/4kp2/2P5/PP3P2/4K3 b - - 0 29,h7g6 e1e2 f4f3 f7f3,2257,81,87,339,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/l6OBpocb/black#58,
73183,1QHwP,r2qrbk1/5ppp/2p5/1p1pPQN1/1p3PP1/P6P/2P5/2KR3R b - - 1 20,g7g6 f5f7 g8h8 f7h7,1056,83,93,357,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/apGtGs9L/black#40,
73205,1QJAK,6k1/pp4pp/8/3r4/4pn2/4B3/PP2RPPP/6K1 w - - 4 27,e3f4 d5d1 e2e1 d1e1,587,81,76,446,backRankMate endgame mate mateIn2 short,https://lichess.org/UDUkhTkv#53,
73212,1QJau,1r2q2k/p5p1/6p1/7p/2p5/4P1Q1/P4PPP/2R3K1 w - - 0 27,c1c4 b8b1 c4c1 b1c1,644,86,71,60,backRankMate endgame mate mateIn2 short,https://lichess.org/W7PLgWAI#53,
73217,1QJre,Qkr1qb1r/p2n1ppp/6b1/2PN2Pn/1P6/2BpPB1P/P4P2/R3K2R b KQ - 2 20,b8a8 d5c7 a8b8 c7a6,2118,80,91,2026,doubleCheck mate mateIn2 middlegame queensideAttack short,https://lichess.org/tymhNN6b/black#40,
73221,1QKKp,6k1/5p2/2p4p/p2pPR2/3P2q1/8/1rQ3PP/7K w - - 0 33,c2b2 g4d1 f5f1 d1f1,596,106,87,665,endgame mate mateIn2 short,https://lichess.org/xKj3aZDY#65,
73225,1QKRP,8/1p1np2k/q2p2p1/3P2P1/3Q4/rN3r2/P1P5/1K5R b - - 1 27,h7g8 d4h8 g8f7 h1h7,1463,140,16,17,mate mateIn2 middlegame short,https://lichess.org/a040FEtx/black#54,
73243,1QLe2,3r4/4k3/R3Bp2/8/6PK/5PBP/8/8 w - - 33 61,e6f5 d8h8 f5h7 h8h7,798,81,63,111,endgame mate mateIn2 short,https://lichess.org/w5cIdPHm#121,
73244,1QLqM,8/6p1/P3Qnkp/8/3q4/8/2P2PPP/R5K1 w - - 0 29,a6a7 d4a1 e6e1 a1e1,881,77,98,1282,endgame hangingPiece mate mateIn2 short,https://lichess.org/vaSvAMuX#57,
73254,1QMoR,8/5p2/p1k1p3/Q1p2q2/1p2bP2/KP6/P2R4/2B5 w - - 0 49,a3b2 f5f6 d2d4 f6d4,1240,74,93,2022,endgame mate mateIn2 short,https://lichess.org/O3whOEcf#97,
73255,1QMsL,2r5/1R4pp/8/8/R3k3/4P1P1/7r/4K3 b - - 0 41,e4e3 b7b3 c8c3 b3c3,1413,76,97,16702,endgame mate mateIn2 rookEndgame short,https://lichess.org/Wj9UK8aR/black#82,
73301,1QQ43,2r3k1/p3rp2/7R/6n1/3pP1q1/PP1P2B1/2P2QK1/8 b - - 0 42,g8g7 f2f6 g7g8 h6h8,1155,78,91,909,fork mate mateIn2 middlegame short,https://lichess.org/GBEGdv32/black#84,
73305,1QQBq,8/7p/2pQ4/3P2pk/1p6/7P/PK1q2P1/8 w - - 3 43,b2b3 d2c3 b3a4 c3a3,1085,77,89,148,endgame mate mateIn2 queenEndgame short,https://lichess.org/XfcpUYhF#85,
73318,1QRAu,8/6pk/7p/1R4PP/2n1KP2/r7/1p6/8 b - - 0 40,a3a1 g5g6 h7h8 b5b8,833,75,99,1673,endgame mate mateIn2 short,https://lichess.org/Rw5uSyvg/black#80,
73332,1QRbD,8/1b4kp/1p3pp1/3P4/q5N1/8/p4PPP/Q5K1 b - - 1 27,b7d5 a1f6 g7g8 g4h6,872,77,95,1861,endgame mate mateIn2 short,https://lichess.org/XZ9bT2oy/black#54,
73334,1QRvv,5r1k/r4Pp1/b4R1p/3P4/4B3/q7/5QPP/5RK1 b - - 2 34,a6f1 f6h6 g7h6 f2f6,1364,74,94,15137,clearance mate mateIn2 middlegame sacrifice short,https://lichess.org/AtYSVBwT/black#68,
73335,1QS4V,4k3/5p2/1q5r/p2pPQ2/8/3P4/PPP5/1K5R w - - 0 33,h1h6 b6g1 f5f1 g1f1,1084,76,99,2074,backRankMate endgame mate mateIn2 short,https://lichess.org/E4d9J6kg#65,
73338,1QSEY,1r4b1/p1pNpk2/2p5/4PP1q/3P4/1P2P3/P1P5/2K3R1 b - - 0 25,h5e2 e5e6 f7e8 g1g8,1452,75,98,795,deflection endgame mate mateIn2 short,https://lichess.org/bmy51F6O/black#50,
73340,1QSTl,2B2kn1/pp2rpp1/8/3QN3/4Pq2/P1P3PP/1P5K/2R5 b - - 0 30,f4c1 d5d8 e7e8 e5d7,1379,76,87,544,endgame mate mateIn2 pin short,https://lichess.org/Z48lmGtm/black#60,
73363,1QUB1,5k2/1p4p1/7p/1P1B4/NnP1P3/p7/rr6/NK1R4 w - - 5 31,a4b2 a2b2 b1c1 b4a2,1899,80,66,73,endgame mate mateIn2 short,https://lichess.org/rgeg02PW#61,
73369,1QUbr,r3n3/N3Nk1p/3p3q/3Pp3/PP2Pp1r/5Rb1/6PP/2R3QK w - - 4 34,e7f5 h4h2 g1h2 h6h2,1273,113,85,27,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/K2BHQN8y#67,
73370,1QUf9,2kr4/1pp1rp2/N5pp/8/3P4/P1Q1Pqb1/KP6/2R5 b - - 0 36,e7e3 c3c7 g3c7 c1c7,1288,92,-41,50,mate mateIn2 middlegame sacrifice short,https://lichess.org/KflOMZzo/black#72,
73384,1QVER,r3brk1/p5p1/1p1Np2p/2npP2P/6P1/3B1q2/PPQ5/1K1R1R2 b - - 5 24,f3g4 d3h7 g8h8 f1f8,1300,80,87,43,deflection kingsideAttack mate mateIn2 middlegame short,https://lichess.org/Tb3ilQGm/black#48,
73393,1QVxq,rnb1k2r/p4ppp/1p2p3/3nP3/1b1P3q/2N5/PP1BK1PP/R2Q1BNR w kq - 0 11,g1f3 c8a6 c3b5 a6b5,2002,77,73,298,mate mateIn2 opening short,https://lichess.org/Z9YrC5jr#21,Slav_Defense Slav_Defense_Exchange_Variation
73394,1QWAq,3r2k1/pRR5/4p1p1/5p1p/2p1r3/4N1Q1/P1P2PPP/3q2K1 w - - 4 34,e3f1 d1f1 g1f1 d8d1,1675,78,83,50,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/eA15Dh4u#67,
73397,1QWjz,8/8/4B3/1P6/7P/P3bbBK/8/5k2 w - - 3 58,e6g4 f3g2 h3h2 e3g1,1054,78,81,149,bishopEndgame endgame mate mateIn2 short,https://lichess.org/KqnQFhfM#115,
73415,1QY0e,2r1r2k/pQ3Rp1/1p3P1p/2p3q1/3p4/PN6/1PP5/1K6 b - - 0 37,g7f6 f7h7 h8g8 b7f7,1147,77,81,351,endgame mate mateIn2 short,https://lichess.org/qm0kBPzA/black#74,
73419,1QYAA,k3Nbnr/pp3ppp/3B4/8/8/8/PP3PbP/2R1K3 b - - 3 18,f8d6 c1c8 d6b8 e8c7,1185,90,84,122,endgame mate mateIn2 short smotheredMate,https://lichess.org/aWrGCFn5/black#36,Queens_Gambit_Declined Queens_Gambit_Declined_Albin_Countergambit
73435,1QZNk,6k1/4Rp2/p1p5/6K1/2b5/P1B2r2/1P6/8 b - - 2 41,c4e6 e7e8 g8h7 e8h8,1029,74,98,1541,endgame mate mateIn2 short,https://lichess.org/yIcNvU0X/black#82,
73442,1QaG4,8/p4Rpk/p4b1p/5P1P/4N3/2P2K2/Pr2r3/n7 b - - 1 33,b2a2 e4f6 h7h8 f7f8,1224,79,76,110,endgame mate mateIn2 pin short,https://lichess.org/w7PEJCvu/black#66,
73445,1QaQN,2r5/p4kp1/5q1p/8/P7/4P3/1rQ2PPP/R2R2K1 w - - 0 28,c2c8 f6f2 g1h1 f2g2,799,81,96,1062,endgame mate mateIn2 short,https://lichess.org/d24kvIpZ#55,
73447,1QaVh,r5k1/pQ1N4/7p/3p1qp1/2pP1n2/2P2RP1/P6r/5R1K w - - 0 39,h1h2 f5h3 h2g1 h3g2,1026,75,95,4038,mate mateIn2 middlegame short,https://lichess.org/ZX2XJcdJ#77,
73451,1QahL,5r1k/3Q2pp/3b4/2pBq3/2P5/7P/PP2nPP1/R3R1K1 w - - 9 29,e1e2 e5h2 g1f1 h2h1,1240,75,76,283,mate mateIn2 middlegame short,https://lichess.org/k6TNUXGf#57,
73463,1Qc4G,3r2k1/R4ppp/4p3/2p1P3/5Q2/6P1/P4PKP/1q6 b - - 2 30,h7h6 f4f7 g8h8 f7g7,819,75,100,835,endgame mate mateIn2 short,https://lichess.org/497LXMng/black#60,
73465,1Qc9T,1k4rr/p4p1p/2Q5/1N3q2/4p3/5bP1/PP3P1P/R5K1 b - - 2 30,f5e6 c6c7 b8a8 c7a7,1187,106,83,21,mate mateIn2 middlegame queensideAttack short,https://lichess.org/Nb0aK4J0/black#60,
73470,1QcQP,6B1/5R2/2p5/1p4p1/1P2b1k1/P7/4rP2/6K1 w - - 10 42,f7f6 e2e1 g1h2 e1h1,710,90,81,401,endgame mate mateIn2 short,https://lichess.org/OHHt22fI#83,
73474,1QdAW,4r3/2kn3R/p2p2p1/8/1p4p1/1B6/P1P1rPPP/3R2K1 w - - 3 29,b3a4 e2e1 d1e1 e8e1,593,81,100,229,backRankMate endgame mate mateIn2 short,https://lichess.org/giGXdTeJ#57,
73482,1QdpL,2R5/pp3Q1p/3Np1pk/4b3/6PK/7P/PP1q1P2/5b2 w - - 1 30,d6e4 g6g5 e4g5 d2g5,1865,112,76,49,endgame mate mateIn2 short,https://lichess.org/Jz6QfLlF#59,
73489,1QeGE,1rb2rk1/2p2qp1/2n1p3/1p4N1/p6Q/P3P3/1PP3PP/2KR1R2 b - - 0 23,f7g6 h4h8 g8h8 f1f8,2172,77,90,1856,attraction deflection kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/z9MnujQV/black#46,
73510,1QfHW,5Q2/1p6/2p1q1k1/3p2p1/4b2p/2P5/PP4PP/5R1K w - - 0 33,h2h3 e6h3 h1g1 h3g2,1345,75,97,809,endgame mate mateIn2 pin short,https://lichess.org/pU66xjq1#65,
73521,1QgGi,5r1k/6rp/3p4/p7/3Q1R1P/1p2N3/q6P/2R4K b - - 0 36,f8f4 c1c8 f4f8 c8f8,1296,88,83,42,endgame mate mateIn2 short,https://lichess.org/4j5CPTmR/black#72,
73532,1Qgrd,2k2b1r/ppp2ppp/4p3/1N3b2/8/4BP2/PP3P2/3R2K1 b - - 1 17,a7a6 b5a7 c8b8 d1d8,1215,115,83,45,endgame mate mateIn2 queensideAttack short,https://lichess.org/WkIgl4pc/black#34,Scandinavian_Defense Scandinavian_Defense_Marshall_Variation
73535,1Qgun,8/pp3Rkp/6p1/4N3/2P1bP2/7P/r7/5K2 b - - 0 32,g7h6 e5g4 h6h5 f7h7,992,77,92,1999,deflection endgame mate mateIn2 short,https://lichess.org/URjUSloE/black#64,
73558,1Qifj,4r2k/3bN1pp/p3p3/8/5P2/BP2K3/P6P/8 b - - 4 30,g7g6 a3b2 e6e5 b2e5,1417,74,92,924,endgame mate mateIn2 short,https://lichess.org/AruqHYSq/black#60,
73563,1Qj7X,5r2/2R1n1kr/4b3/3p4/1p1Pp1p1/1B2NpP1/PP3Q1q/6RK w - - 0 44,f2h2 h7h2 h1h2 f8h8,1363,78,96,18080,attraction kingsideAttack mate mateIn2 middlegame short,https://lichess.org/dbhIanxA#87,
73591,1QlXx,6k1/ppq2pp1/2p4p/4pQ2/1bP1B1P1/1P5P/P3PP2/6K1 b - - 0 23,b4e7 f5h7 g8f8 h7h8,827,78,90,488,endgame kingsideAttack mate mateIn2 short,https://lichess.org/Mg5cA186/black#46,
73601,1QmJT,r4rk1/1pp3bp/p1npbqp1/4p1N1/B6n/2PP3P/PP3PP1/R1BQRNK1 w - - 4 14,g5e6 f6f2 g1h1 f2g2,1315,74,93,1775,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/41oyX01l#27,Ruy_Lopez Ruy_Lopez_Morphy_Defense
73605,1QmaA,8/ppp5/3k2P1/7R/3Pn3/PPP5/2K2r2/2B5 w - - 1 44,c2b1 e4c3 b1a1 f2a2,992,80,93,1224,arabianMate endgame mate mateIn2 short,https://lichess.org/luCGX17z#87,
73612,1QmtZ,5rkR/1p1b2r1/2pQ4/1p2B1p1/1P1Pp3/P4q1P/6p1/2R3K1 b - - 4 33,g8h8 d6h6 h8g8 h6g7,1624,78,97,11785,mate mateIn2 middlegame pin short,https://lichess.org/1tOrfqgI/black#66,
73630,1Qo6k,r1b2rk1/ppq5/2nbpnB1/2pp1p2/3P1P1B/2P1P1R1/PP4PP/RN1Q2K1 b - - 3 15,f6e4 g6f7 g8f7 d1h5,2309,80,85,163,attraction doubleCheck kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/7IXQUuY0/black#30,Indian_Defense Indian_Defense_Other_variations
73639,1Qoi2,5rk1/p1Q2ppp/3p4/8/2b1P2q/4PP2/Pr4BP/R2R2K1 w - - 0 17,c7c4 h4f2 g1h1 f2g2,968,83,94,824,mate mateIn2 middlegame short,https://lichess.org/EWzN00yQ#33,English_Opening English_Opening_Anglo-Lithuanian_Variation
73644,1Qoya,r5k1/3p3p/2pN2q1/p3BP2/P7/7Q/2p1r1PK/2R5 b - - 0 38,g6g5 h3b3 g8f8 b3f7,1582,75,92,1313,mate mateIn2 middlegame short,https://lichess.org/I1TrkHa6/black#76,
73645,1Qp0C,4rr1k/1R4p1/2Q3pp/2p5/8/P1q1n3/5BPP/4R1K1 w - - 0 31,c6g6 c3e1 f2e1 f8f1,1345,75,93,1913,mate mateIn2 middlegame sacrifice short,https://lichess.org/oIvOdPgQ#61,
73650,1QpQ1,2r3k1/p4ppp/4pn2/3p4/P2P4/4PN2/5PPP/1R4K1 w - - 1 20,b1b7 c8c1 f3e1 c1e1,612,107,36,133,backRankMate endgame mate mateIn2 short,https://lichess.org/vX4iAWf2#39,
73670,1Qqzz,2Q5/p4kpp/1p1N1b2/4p3/1P1pP3/P1nP3K/4q1PP/8 b - - 11 32,f7g6 c8f5 g6h6 d6f7,1442,77,96,11529,endgame mate mateIn2 short,https://lichess.org/wEnWM1uj/black#64,
73679,1Qrpe,3k4/7R/3K4/6rp/1P6/8/8/8 b - - 8 62,g5g4 h7h8 g4g8 h8g8,1299,76,98,6284,endgame mate mateIn2 rookEndgame short,https://lichess.org/VqinQMok/black#124,
73696,1QtTF,2r2k2/1p2Nrpp/p3Q3/P7/3b4/1P4P1/2q2P1P/R3R1K1 w - - 2 26,e7c8 c2f2 g1h1 f2f3,1788,87,65,75,mate mateIn2 middlegame short,https://lichess.org/93fdQiQd#51,
73699,1Qtal,5k2/5pp1/2b2n1p/2R5/3r1PP1/8/7P/4R1K1 b - - 2 36,c6d5 c5c8 f6e8 e1e8,816,94,94,352,endgame mate mateIn2 short,https://lichess.org/kUXObyBq/black#72,
73704,1QtzT,6k1/R4p1p/3p2pB/2nP4/p2K4/1r4P1/5P1P/8 b - - 7 31,a4a3 a7a8 b3b8 a8b8,937,104,-25,30,endgame mate mateIn2 short,https://lichess.org/lXuBfC8D/black#62,
73705,1Qu1O,r1b1r1k1/1p3ppp/p2p4/2pP3q/2P1N3/4R1Q1/PP3PPP/R1B3K1 w - - 2 19,e4d6 h5d1 e3e1 e8e1,1697,131,100,11,backRankMate mate mateIn2 short,https://lichess.org/QTRG8IgC#37,
73710,1Qurq,3Q2k1/5ppp/rp2r3/p7/7q/1P6/P1P2PPP/3R1RK1 b - - 2 20,h4d8 d1d8 e6e8 d8e8,600,103,71,101,backRankMate endgame mate mateIn2 short,https://lichess.org/E8kbWlqH/black#40,
73715,1Quxn,2r2n2/pp3k1p/3p2pQ/q1n3P1/4P3/5B2/1PP5/2KR3R w - - 0 27,e4e5 c5b3 c1b1 a5a1,1674,74,97,10642,master mate mateIn2 middlegame pin queensideAttack short,https://lichess.org/RmB52IRl#53,
73742,1Qx2c,3r1Q2/6P1/4k1q1/8/8/8/5RK1/8 w - - 2 58,g2f1 d8d1 f1e2 g6d3,1523,78,96,15273,endgame mate mateIn2 short,https://lichess.org/vuPtgKD2#115,
73753,1Qxiu,r3r3/pp2p1b1/2pq4/5pBn/2PP2Pk/3Q3P/PP3PK1/R7 b - - 1 24,h4g5 d3f5 g5h6 f5h5,877,77,97,981,mate mateIn2 middlegame short,https://lichess.org/EyS9I49E/black#48,
73763,1Qyjj,3rr3/2p4p/2p2k2/p1p3p1/P7/2R5/1PP2PPP/4R1K1 w - - 3 20,e1e8 d8d1 e8e1 d1e1,1248,78,92,2377,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/z3DC3GFr#39,
73766,1Qz45,1r5k/6p1/p2p1bRp/2pBpP2/2P1K3/5P1P/q4P2/2Q5 b - - 1 43,a2f2 g6h6 g7h6 c1h6,1137,77,93,2015,endgame mate mateIn2 sacrifice short,https://lichess.org/eUS8AvqR/black#86,
73769,1QzGS,3r3k/5Rpp/p2P4/2r5/8/8/6PP/5RK1 b - - 2 29,c5d5 f7f8 d8f8 f1f8,600,92,73,223,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/CE2rGnVi/black#58,
73773,1QzdT,r4r1k/2p1bpp1/p1q4p/1p1b4/1P1B1QP1/2P2N1P/P5K1/R3R3 b - - 4 28,e7d6 f4h6 h8g8 h6g7,1605,75,82,226,kingsideAttack mate mateIn2 middlegame pin short,https://lichess.org/e4xglAn7/black#56,
73778,1QzqC,5rk1/3B1ppp/p2Q1b2/1p1P4/1P1p4/q6P/5PP1/4R1K1 b - - 0 25,d4d3 d6f8 g8f8 e1e8,1232,76,91,715,attraction endgame master mate mateIn2 sacrifice short,https://lichess.org/NBX7dfZr/black#50,
73785,1R0DL,r4qkQ/1p1b1r2/p2ppp2/4n3/3NP2B/2N5/PPP1B3/2K4R b - - 4 21,g8h8 h4f6 h8g8 h1h8,1179,80,85,314,doubleCheck kingsideAttack mate mateIn2 middlegame short,https://lichess.org/JPAYEZaH/black#42,
73790,1R0zg,2rr2k1/pp2nppp/3p1q2/4N2b/4P3/1P5P/PB1QBPP1/3R1RK1 b - - 0 19,d6e5 d2d8 c8d8 d1d8,558,101,93,332,backRankMate mate mateIn2 middlegame short,https://lichess.org/rZtr2WPq/black#38,English_Opening English_Opening_Agincourt_Defense
73797,1R1UV,r1bqr2k/ppp2ppp/3p2N1/8/2B3n1/4Q3/PPPP1PPP/R1B1R1K1 b - - 6 13,f7g6 e3e8 d8e8 e1e8,600,97,94,793,backRankMate mate mateIn2 middlegame short,https://lichess.org/Tz1VfsFP/black#26,Three_Knights_Opening Three_Knights_Opening_Other_variations
73808,1R2FW,1k1r4/pp4Rp/5pb1/3NpB2/3nP1P1/5P2/PPP4P/2K5 w - - 3 22,d5f6 d4e2 c1b1 d8d1,1074,78,86,180,backRankMate endgame mate mateIn2 short,https://lichess.org/Cd4f1uiw#43,
73816,1R2g2,4q1k1/r1P2rn1/5BQR/1p3p2/p7/P1NP4/BPP2PP1/1K4N1 w - - 1 30,h6h7 e8e1 c3d1 e1d1,713,78,67,89,fork mate mateIn2 middlegame short,https://lichess.org/dQUO3dVe#59,
73821,1R3A4,2r3k1/R7/1R2pp2/n5p1/8/P1r2NpP/5PP1/6K1 w - - 0 25,a7a5 c3c1 f3e1 c1e1,685,83,80,382,endgame mate mateIn2 short,https://lichess.org/VaXiOonL#49,
73825,1R3b7,4r1k1/2R2ppp/2p3b1/1p6/1B4P1/5P2/PP5P/7K b - - 1 24,e8e2 c7c8 e2e8 c8e8,657,96,86,223,backRankMate endgame mate mateIn2 short,https://lichess.org/T8QFkuGI/black#48,
73834,1R4cK,6k1/8/p2p1Qp1/3Pnp2/2p5/2P3P1/3q3P/5BK1 w - - 1 36,f6d6 e5f3 g1h1 d2h2,904,76,100,125,endgame mate mateIn2 short,https://lichess.org/mEZIjgdD#71,
73836,1R4gx,4bk2/1p2qp2/p3pN2/3pP1p1/6P1/7Q/PPP5/1K6 b - - 5 31,e7c5 h3h8 f8e7 h8e8,1105,77,94,3611,endgame mate mateIn2 short,https://lichess.org/V553GNkS/black#62,
