,PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
35274,0guXH,1k6/1bpq4/pQ6/1p4pr/8/P5B1/1P3PP1/R3R1K1 w - - 2 28,a1d1 h5h1 g1h1 d7h3 h1g1 h3g2,1846,76,92,1479,attraction long mate mateIn3 middlegame pin sacrifice,https://lichess.org/OA3RKtiD#55,
35289,0gwAg,8/k1Q2p1p/pr2p1p1/1P6/4q3/b7/5PPP/R5K1 b - - 0 30,b6b7 b5b6 a7a8 c7c8 b7b8 c8a6,1795,119,40,19,endgame long mate mateIn3,https://lichess.org/Ra5CO2co/black#60,
35302,0gx3F,Q7/pp2kp2/1qpp2pp/8/4PP2/1P4P1/P4nBP/R4R1K w - - 1 21,h1g1 f2h3 g1h1 b6g1 f1g1 h3f2,1343,81,86,951,doubleCheck endgame kingsideAttack long mate mateIn3 sacrifice smotheredMate,https://lichess.org/99awaIhY#41,
35345,0gzOY,r2q4/pp2p2k/5pr1/3pN2p/7P/2b1P3/P3QK2/6R1 b - - 1 23,c3e5 e2h5 h7g7 h5g6 g7h8 g6h6,1714,81,75,40,endgame exposedKing long mate mateIn3,https://lichess.org/9ilui2a3/black#46,
35348,0gzR7,3r2rk/p3pQ1p/1p1b1npB/2p5/4q3/7R/PPP2PP1/5RK1 b - - 13 33,f6g4 f7h7 h8h7 h6f8 g4h6 h3h6,2044,74,95,8415,discoveredAttack kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/oh2ZavmO/black#66,
35395,0h33w,r3k2r/pp3pp1/2p1p3/3pP3/3PnRp1/4P3/PPPB1qP1/R2Q1K2 w kq - 4 18,f4f2 e4g3 f1e1 h8h1 f2f1 h1f1,1896,77,95,6689,long mate mateIn3 middlegame,https://lichess.org/vZ894lPE#35,Queens_Pawn_Game Queens_Pawn_Game_Colle_System
35396,0h34G,r5k1/2p3p1/p6p/6q1/PpPp2b1/1P6/5QPP/1B3RK1 b - - 1 28,a8d8 f2f7 g8h8 f7f8 d8f8 f1f8,1204,76,93,308,endgame long mate mateIn3 sacrifice,https://lichess.org/3xLOa7K0/black#56,
35416,0h4WW,6k1/pp3ppp/2rb1n2/4P3/3Q4/1P3P1q/PB3P1P/3R2K1 b - - 0 23,d6c7 d4d8 c7d8 d1d8 f6e8 d8e8,642,96,63,213,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/7SfcmiBO/black#46,
35443,0h6aS,6r1/4P3/N2b1p2/2B2k2/PP2R3/3P3b/7r/3K4 w - - 7 45,c5d6 g8g1 e4e1 h3g4 d1c1 g1e1,1474,74,97,10160,deflection endgame exposedKing long mate mateIn3,https://lichess.org/pr0XeXyC#89,
35454,0h7f5,8/1Q3pk1/p5p1/1p1P2b1/8/P1N1qr1P/1P4P1/3R3K w - - 0 36,d5d6 f3h3 g2h3 e3h3 h1g1 g5e3,1627,76,87,70,endgame long mate mateIn3 sacrifice,https://lichess.org/dkr4CtXl#71,
35458,0h7pV,5rk1/p2rb1pp/5q2/2p5/4Q3/1PP1P3/P4PPP/RN2K2R w KQ - 1 17,e1g1 f6f2 f1f2 d7d1 f2f1 d1f1,1739,76,98,2844,kingsideAttack long master mate mateIn3 middlegame sacrifice,https://lichess.org/59prfKjX#33,Zukertort_Opening Zukertort_Opening_Sicilian_Invitation
35476,0h97t,r4rk1/pp3pp1/3p4/3P2N1/3Q4/7R/P4PK1/4q3 b - - 1 25,f7f6 h3h8 g8h8 d4h4 h8g8 h4h7,1619,75,96,16099,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/EOToskSw/black#50,
35479,0h9Vj,5Q2/6pk/4bp1p/8/8/P1Bq1P2/1P4PP/6K1 w - - 3 35,f8e7 d3e3 g1h1 e3c1 c3e1 c1e1,1893,80,87,279,backRankMate endgame long mate mateIn3,https://lichess.org/U3NEMFAM#69,
35488,0hAH5,5k2/5p2/p3p3/1p6/6Q1/1q2P3/2r2PPP/2R3K1 w - - 8 30,c1c2 b3b1 c2c1 b1c1 g4d1 c1d1,1153,77,84,327,backRankMate endgame fork long mate mateIn3,https://lichess.org/Rd0UboHg#59,
35520,0hBzM,2b2rk1/Q3pp1p/5np1/1p6/2pBPb2/2Pq1P1P/PP1N2P1/3RK1NR w K - 4 18,a7e7 f4g3 d4f2 d3e3 e1f1 e3f2,1761,74,96,6372,exposedKing long mate mateIn3 middlegame pin,https://lichess.org/gFa3p1ft#35,Sicilian_Defense Sicilian_Defense_Bowdler_Attack
35548,0hECP,6k1/pp1n1ppp/2p5/3p1PQn/8/3B3P/PPPr1qNK/4R3 b - - 1 24,h5f4 e1e8 d7f8 e8f8 g8f8 g5d8,1708,77,97,11988,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/HfuGLvmK/black#48,
35569,0hFsj,r4rk1/p4p1p/6p1/1p4N1/1P1b2P1/1B3Q2/P6q/1N3K1R b - - 3 36,h2b2 b3f7 f8f7 f3f7 g8h8 h1h7,1421,77,86,124,long mate mateIn3 middlegame,https://lichess.org/0S8ZgjgF/black#72,
35570,0hFvA,2rr2k1/Qp3ppp/2q2n2/8/8/1P2P3/PB3PPP/1R3RK1 w - - 5 20,f1c1 c6c1 b1c1 c8c1 b2c1 d8d1,1216,115,69,17,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/tRPtlFov#39,
35592,0hHe8,r5k1/1b4pp/p5q1/3p2B1/1p1p4/5Q2/PPP3PP/5RK1 b - - 1 22,g6g5 f3f7 g8h8 f7f8 a8f8 f1f8,1340,87,79,236,backRankMate endgame fork long mate mateIn3 sacrifice,https://lichess.org/pKNdADWU/black#44,
35618,0hK2J,5R2/pp5p/8/3p4/5R2/P5Pk/B3q3/6K1 w - - 14 41,a2d5 e2e1 f4f1 e1g3 g1h1 g3h2,1919,78,92,1676,endgame exposedKing long mate mateIn3,https://lichess.org/N9YTAyN1#81,
35685,0hPVr,1k2r3/p1p1q2p/1p4p1/8/2P5/P4Q1n/1P3PPP/R4K2 w - - 0 25,f3h3 e7e2 f1g1 e2e1 a1e1 e8e1,1146,236,73,11,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/JreP1J0u#49,
35731,0hSmg,2r2rk1/ppq2ppp/8/3p4/3Q3P/6Pb/PP2PP2/1K1R3R w - - 0 18,h1h3 c7c2 b1a1 c2c1 d1c1 c8c1,1209,75,72,207,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/qPVCDo6h#35,Queens_Gambit_Declined Queens_Gambit_Declined_Semi-Tarrasch_Defense
35748,0hTxl,r1bqr1n1/ppp1nQbk/6pp/4N1P1/5p2/2P1P2P/PPBN1P2/R3K2R b KQ - 2 16,f4e3 f7g6 e7g6 c2g6 h7h8 e5f7,2286,74,94,4460,fork long mate mateIn3 middlegame sacrifice,https://lichess.org/Eh1ORDLn/black#32,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
35793,0hX1X,2r3k1/1p3p2/p3pp1P/3p4/1n1P1QP1/q4P2/2P4R/1K1R4 w - - 1 25,f4f6 a3a2 b1c1 c8c2 h2c2 a2c2,1721,75,100,435,endgame long mate mateIn3 queensideAttack,https://lichess.org/I5eRGiLO#49,
35889,0hdqL,6k1/p1Qp2pp/2n1p1p1/2q5/2p1P3/8/Pr1rNR2/4R1K1 b - - 5 36,d2e2 c7c8 c6d8 c8d8 c5f8 f2f8,1561,75,79,298,long mate mateIn3 middlegame,https://lichess.org/W9RpQMci/black#72,
35904,0hfFv,8/7p/5ppk/2Q5/1P4P1/2p1PK1P/q7/8 b - - 3 45,a2d2 c5f8 h6g5 h3h4 g5h4 f8h6,1621,73,96,15965,attraction endgame long mate mateIn3 queenEndgame,https://lichess.org/GTP2HHcm/black#90,
35976,0hmAU,3r2k1/1pp3pp/p7/3pN3/1P1qb1P1/P7/5QP1/5RK1 b - - 1 31,d4e5 f2f7 g8h8 f7f8 d8f8 f1f8,1079,75,89,397,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/DMoff6fX/black#62,
35982,0hn2s,r4rk1/ppq2ppp/8/7Q/3BNP2/4n3/PPP3PP/5R1K b - - 0 22,e3f1 e4f6 g7f6 h5g4 g8h8 d4f6,1906,75,92,282,intermezzo kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/B1psV66L/black#44,
35998,0hnyE,5bk1/1P1Qpp1p/3p2p1/8/3P4/4PN2/5PPP/r1n2RK1 w - - 0 25,b7b8q c1e2 g1h1 a1f1 f3g1 f1g1,876,183,-17,6,deflection discoveredAttack long mate mateIn3 middlegame,https://lichess.org/13L8lVpz#49,
36027,0hpuK,4r1k1/p4p1p/Pp4p1/1N5q/2pRr3/2P3Q1/1P3P2/R5K1 w - - 2 31,b5a3 e4e1 a1e1 e8e1 g1g2 h5h1,868,75,100,1092,long mate mateIn3 middlegame,https://lichess.org/H3SkUUpJ#61,
36053,0hs28,8/r5p1/p2R2kp/1b4P1/6PK/8/8/8 b - - 1 43,g6h7 g5g6 h7h8 d6d8 b5e8 d8e8,1088,80,93,2078,endgame long mate mateIn3,https://lichess.org/pbDWlguh/black#86,
36067,0ht4G,3rr1k1/1p1R1ppp/p1p3q1/2Q5/2P1N3/1P3P2/P5PP/4R1K1 b - - 0 22,d8d7 e4f6 g7f6 e1e8 g8g7 c5f8,882,74,99,2107,discoveredAttack endgame kingsideAttack long mate mateIn3,https://lichess.org/mp86FzIR/black#44,
36124,0hxpY,5r1k/1b4bp/6p1/2Q5/pPB1q3/P3P1P1/7P/3RK2R w K - 0 29,h1f1 g7c3 d1d2 e4b1 e1e2 b1f1,2011,163,53,12,exposedKing long master mate mateIn3 middlegame pin,https://lichess.org/ac584chu#57,
36144,0hyu6,3r3k/6pp/1R1R1p2/p1p2P2/P3r3/7P/1P4P1/6K1 b - - 0 34,d8d6 b6b8 d6d8 b8d8 e4e8 d8e8,855,95,94,534,backRankMate endgame long mate mateIn3 rookEndgame,https://lichess.org/J7OvhLyF/black#68,
36159,0hzhH,5r1k/p6p/2p3pQ/2qr4/8/1P1B4/P1P2PPP/5RK1 w - - 5 26,d3g6 c5f2 f1f2 d5d1 f2f1 d1f1,1324,75,91,2204,endgame long mate mateIn3 sacrifice,https://lichess.org/NttYIxg0#51,
36173,0i0nW,r4r1k/1b4pp/8/p1pnPp2/2B2B2/P5Pq/2Q2P1P/R4RK1 w - - 2 24,c2b3 h3g2 g1g2 d5f4 g2g1 f4h3,2392,95,87,166,attraction doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/AA3rHwDo#47,
36270,0i84F,r3b1kN/p5pp/2n1R3/q2pP3/8/5Q2/P2bB1PP/2B2K2 b - - 0 24,d2c1 e6e8 a8e8 f3f7 g8h8 f7e8,1224,76,93,920,attraction backRankMate fork long mate mateIn3 middlegame sacrifice,https://lichess.org/NEOMOaif/black#48,
36302,0iAfV,3Rr1k1/ppp3pp/1nq3r1/8/1P6/P1P2Q1P/6P1/1N3RK1 b - - 3 27,e8d8 f3f7 g8h8 f7f8 d8f8 f1f8,992,79,86,149,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/oodU36Gl/black#54,
36310,0iBFL,1kr5/1pr1bp2/p5pp/R2pPp2/3P1P2/1N6/4q1PP/3Q3K w - - 0 33,d1e2 c7c1 b3c1 c8c1 e2d1 c1d1,849,124,86,38,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/nkpwDMWe#65,
36337,0iCzp,5rk1/p5r1/3R3Q/1p5p/8/2P5/PP3qPP/4R2K w - - 3 27,e1g1 f2g2 g1g2 f8f1 g2g1 f1g1,1687,73,97,5518,clearance endgame long mate mateIn3 sacrifice,https://lichess.org/7XjD1Ncf#53,
36365,0iFNm,3r3k/3r3p/5p2/4pP2/1pRn2P1/1B3P2/PPP5/2K4R w - - 5 37,c4b4 d4e2 c1b1 d7d1 h1d1 d8d1,1393,92,45,61,backRankMate endgame long mate mateIn3,https://lichess.org/azeUVEXS#73,
36397,0iHaB,2k4r/1pp3p1/p3p3/3pP1p1/1P1P2P1/N1PR1P2/P2R4/5K1r w - - 3 31,f1e2 h8h2 e2e3 h1e1 d2e2 e1e2,1284,74,91,352,endgame long mate mateIn3,https://lichess.org/IcrXnrnt#61,
36431,0iJSd,4r1k1/pp3ppp/6b1/6P1/3q4/5P1P/6K1/2R1R3 b - - 1 30,e8e1 c1c8 d4d8 c8d8 e1e8 d8e8,1483,165,73,50,backRankMate endgame long mate mateIn3,https://lichess.org/lWTZ6kUv/black#60,
36469,0iMCD,2r2r2/2p1kpp1/2QBbn1p/q7/2P5/1P6/P4PPP/3RR1K1 b - - 4 28,c7d6 c6d6 e7e8 e1e6 f7e6 d6e6,1565,76,81,135,deflection long mate mateIn3 middlegame,https://lichess.org/1fyQFvMQ/black#56,
36472,0iMSA,r5kr/p1p2p2/1p4p1/3q4/4R2P/2Q2P2/P4P2/4R1K1 b - - 1 23,a8d8 e4e8 d8e8 e1e8 g8h7 e8h8,1036,77,89,292,endgame long mate mateIn3,https://lichess.org/VuM3ACsW/black#46,
36481,0iMoa,4r1k1/2p1rppp/p5q1/1pN5/2nP1Q2/2P5/P4PPP/1R2R1K1 w - - 5 22,e1e7 g6b1 f4c1 b1c1 e7e1 e8e1,1304,88,75,42,backRankMate hangingPiece long mate mateIn3 middlegame,https://lichess.org/9x739u3a#43,
36494,0iNXs,6k1/6pp/2Q1pr2/p1P5/4p3/1P6/P3BqPP/3R3K b - - 1 27,f2e2 d1d8 f6f8 c6e6 g8h8 d8f8,1939,80,86,718,backRankMate deflection endgame long mate mateIn3,https://lichess.org/ZNz8kSOu/black#54,
36568,0iT5A,6r1/1p3r1p/p3k3/2Bp4/8/1P2Pb2/P2R2PP/5RK1 w - - 2 24,g1h1 f3g2 d2g2 f7f1 g2g1 g8g1,1003,77,94,681,discoveredAttack endgame fork long mate mateIn3,https://lichess.org/ZO0JwzIm#47,
36587,0iUJR,r1b1k2r/ppppnp1p/2n5/4b3/2B1Np1q/2P2QP1/PP5P/R1B2R1K b kq - 0 13,f4g3 f3f7 e8d8 f7f8 h8f8 f1f8,1410,80,78,556,attackingF2F7 backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/2ghf2ebj/black#26,Kings_Gambit_Accepted Kings_Gambit_Accepted_Muzio_Gambit
36599,0iV7A,3r3k/R5pp/4rp2/8/5K2/6P1/3B1PP1/8 b - - 0 38,d8d2 a7a8 d2d8 a8d8 e6e8 d8e8,595,102,71,265,backRankMate endgame long mate mateIn3 rookEndgame,https://lichess.org/GOHk4LLQ/black#76,
36616,0iX32,r4rk1/pp3ppp/2pb4/2Np4/1P1P2n1/P2BRN1q/2P2P2/R2Q2K1 w - - 2 19,d3f5 d6h2 f3h2 h3h2 g1f1 h2f2,1368,78,95,13696,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/1kkAVLKX#37,French_Defense French_Defense_Knight_Variation
36665,0ibRU,1nr3k1/5pp1/p2Rpb1p/1bP5/4B3/5P2/P4KPP/3R4 b - - 4 26,c8c5 d6d8 f6d8 d1d8 b5e8 d8e8,816,108,71,47,fork long mate mateIn3 middlegame sacrifice,https://lichess.org/0EtL2R3x/black#52,
36671,0ibiT,8/pkp2p2/2p2P2/1p2P3/n3R2P/P5p1/2r1B1P1/B6K w - - 0 36,h4h5 c2c1 e2d1 c1d1 e4e1 d1e1,873,94,71,81,endgame fork long mate mateIn3,https://lichess.org/1NNcoybZ#71,
36689,0icxg,r4rk1/1p3q2/p2Qb2p/8/8/8/PP3PPP/R3R1K1 w - - 0 24,e1e6 f7f2 g1h1 f2f1 a1f1 f8f1,998,79,90,133,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/aAYixLwI#47,
36724,0ifHV,r2r2k1/pp2bp2/2pqpnpQ/4R3/8/1P6/PBPP1PPP/R5K1 b - - 1 18,f6g4 h6h8 g8h8 e5h5 h8g8 h5h8,1822,75,88,134,attraction doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/oP8djpf2/black#36,Caro-Kann_Defense Caro-Kann_Defense_Two_Knights_Attack
36756,0igtq,5rk1/1p4pp/p1np1q2/2pP4/P7/3P4/1PP3PP/R1BQ2K1 w - - 0 18,d5c6 f6f2 g1h1 f2f1 d1f1 f8f1,1165,75,97,7532,backRankMate endgame long mate mateIn3,https://lichess.org/wLvuI88e#35,Sicilian_Defense Sicilian_Defense_Closed
36759,0ih5y,4R3/p5kp/1p6/2p2pp1/3b4/1B3PPK/P2r3P/5R2 w - - 8 36,f3f4 g5g4 h3h4 d4f6 h4h5 d2h2,1964,76,87,448,endgame long mate mateIn3,https://lichess.org/X8M4mDIO#71,
36785,0iifk,4r1k1/1p3ppp/p2r3q/3Pp3/P1B1QP2/1P6/5bPP/3RR2K w - - 1 35,f4e5 h6h2 h1h2 d6h6 e4h4 h6h4,1780,78,96,12608,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/gkimajBf#69,
36835,0ilVH,6N1/1pp1k3/3pP3/5B2/3P4/4K3/1r6/q7 b - - 0 48,e7d8 e6e7 d8e8 f5g6 e8d7 e7e8q,1089,81,92,1005,advancedPawn endgame long mate mateIn3 promotion,https://lichess.org/FrlTJZt0/black#96,
36885,0iojr,rb3rk1/1pp1RQpp/p7/2P5/1P5q/P4B1P/5PP1/R5K1 b - - 0 22,f8f7 e7e8 f7f8 f3d5 g8h8 e8f8,1460,76,94,9951,backRankMate deflection long mate mateIn3 middlegame,https://lichess.org/8iDXKyE8/black#44,
36905,0ir3x,1Q6/pp1k2p1/2p1p3/5p2/1q1P4/4nPP1/PP4P1/2KR4 w - - 5 29,d1d2 b4c4 c1b1 c4f1 d2d1 f1d1,1411,76,75,95,endgame long mate mateIn3 queensideAttack,https://lichess.org/oc2srOMD#57,
36935,0ited,Q4r2/2pk1r1p/1p2p1p1/4P3/8/2P5/P2B1qPP/R2R3K w - - 3 25,a8e4 f2f1 d1f1 f7f1 a1f1 f8f1,945,252,-33,5,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/nto271G3#49,
36999,0iyDn,rn3rk1/p1pp2pp/1p2p3/2P1N3/2P1p3/P1BKP3/1P3qPP/R2Q1B1R w - - 0 15,d3e4 f2f5 e4d4 b8c6 e5c6 b6c5,2109,150,48,31,long mate mateIn3 middlegame sacrifice,https://lichess.org/fVU45PgS#29,Dutch_Defense Dutch_Defense_Rubinstein_Variation
37010,0izMF,2R2rk1/5ppp/p7/1p3N2/3r4/P4b2/4nK1P/2R5 b - - 3 32,d4d7 c8f8 g8f8 c1c8 d7d8 c8d8,1643,102,70,19,attraction long mate mateIn3 middlegame,https://lichess.org/o421JMAo/black#64,
37039,0j0sZ,Q7/2p2pkp/3p3r/7q/2P5/1P4rp/5P1K/R4R1Q w - - 1 32,f2g3 h5e2 h2g1 h3h2 h1h2 e2h2,1226,78,93,3206,advancedPawn endgame long mate mateIn3,https://lichess.org/jhlKD9qK#63,
37051,0j1Ux,3r1rk1/p3R2p/1p2Q1p1/2pp4/8/6R1/Pq4PP/6K1 b - - 1 26,g8h8 e7h7 h8h7 e6g6 h7h8 g6h6,2037,75,95,4909,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/ZpcpVcp4/black#52,
37139,0j7sr,3r1r1k/ppp3p1/5q1p/3Bn3/8/NQP2N2/PP4PP/R5K1 w - - 3 20,f3e5 f6f2 g1h1 f2f1 a1f1 f8f1,1171,79,89,643,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/PeRm39FA#39,
37150,0j8oc,2r3k1/5ppp/2q1p3/3pPP2/6P1/1P2Q2P/n2R3R/2K5 w - - 2 32,c1b2 c6c1 b2a2 c8a8 e3a7 a8a7,1167,76,92,1066,endgame long mate mateIn3 sacrifice,https://lichess.org/MmcPqUTL#63,
37283,0jHnZ,4r1k1/1Q3ppp/5q2/1P6/8/5B2/5bPP/5RK1 w - - 0 26,f1f2 e8e1 f2f1 f6d4 g1h1 e1f1,1603,82,88,708,backRankMate deflection endgame long mate mateIn3,https://lichess.org/aPzvclib#51,
37422,0jSDu,3R3r/prp1bk1p/2N3p1/8/2b1p3/2P5/P1P2PPP/4K2R w K - 0 18,d8h8 b7b1 e1d2 e7g5 f2f4 g5f4,1723,75,94,1005,endgame long mate mateIn3,https://lichess.org/bjJpTUtN#35,Scandinavian_Defense Scandinavian_Defense_Other_variations
37426,0jSe0,6r1/3nkp2/2Q1p3/3p4/1P1P4/5Bb1/P2q3P/2R2R1K w - - 0 24,h2g3 g8h8 f3h5 h8h5 h1g1 d2h2,1157,77,93,1145,exposedKing long mate mateIn3 middlegame,https://lichess.org/xuaW7XeW#47,
37448,0jTzC,5r1k/4R2p/p1P2q2/2P5/P7/4Q1Pp/6rP/4R1K1 w - - 3 38,g1h1 f6f1 e1f1 f8f1 e3g1 f1g1,996,78,90,164,endgame long mate mateIn3 sacrifice,https://lichess.org/D1req36h#75,
37525,0jZSn,8/8/8/8/4R1pk/2r5/6PK/8 w - - 0 52,e4e7 g4g3 h2g1 c3c1 e7e1 c1e1,1107,75,94,1774,endgame long mate mateIn3 rookEndgame,https://lichess.org/xzcI8dz5#103,
37597,0jf4v,6R1/8/R3pk2/5np1/7p/5r2/7P/7K w - - 0 41,g8e8 f3f1 h1g2 f5e3 g2h3 f1f3,1426,77,97,11648,endgame long mate mateIn3,https://lichess.org/1DTplIMp#81,
37662,0jjhS,8/1p6/6k1/6pp/P7/3P1pBK/1P2nP1P/5R2 w - - 2 31,b2b4 g5g4 h3h4 e2d4 h2h3 d4f5,1883,74,96,8453,endgame long mate mateIn3 quietMove,https://lichess.org/hauMoDgD#61,
37669,0jkFY,r4rk1/p5p1/2p1R2p/2qp4/6Q1/2b5/PPP2PPP/4R1K1 w - - 0 18,b2c3 c5f2 g1h1 f2f1 e1f1 f8f1,1579,87,14,61,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/qF8tuWL5#35,French_Defense French_Defense_Exchange_Variation
37678,0jkx8,1k1r1r2/pp4p1/2n5/2q4p/4n3/P2P4/1PP2PPP/R1BQR1K1 w - - 0 18,e1e4 c5f2 g1h1 f2f1 d1f1 f8f1,1024,211,11,9,backRankMate long mate mateIn3 middlegame,https://lichess.org/sJUlwDWt#35,Italian_Game Italian_Game_Two_Knights_Defense
37732,0jpKK,8/pp5p/4q1pk/3n4/3p3P/5Q2/PP6/6RK b - - 0 35,d5e3 f3f8 h6h5 g1g5 h5h4 f8h6,1921,75,92,871,endgame long mate mateIn3,https://lichess.org/q5z71pjq/black#70,
37742,0jq4L,r5k1/pp4pp/n1p5/4PR1Q/8/2P1P2P/P2K1P2/1R5q b - - 2 23,h1b1 h5f7 g8h8 f7f8 a8f8 f5f8,1077,77,90,228,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/n9bff9cQ/black#46,
37758,0jr6E,r2qk2r/pp2bppp/8/2p5/2P1n1b1/1P2P3/PBQ2PPP/R3KB1R w KQkq - 0 13,c2e4 d8a5 b3b4 a5b4 b2c3 b4c3,1486,75,95,303,fork long mate mateIn3 middlegame,https://lichess.org/PnUkuKJM#25,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Modern_Variation
37782,0jtDS,2r3k1/7p/4p1p1/1Q3p2/3Pb1P1/2P1q3/PP1RB2P/2K3R1 w - - 2 28,g1d1 c8c3 b2c3 e3c3 d2c2 c3c2,1191,75,92,3704,long mate mateIn3 middlegame queensideAttack sacrifice,https://lichess.org/3RcuMVuT#55,
37814,0jvzs,2rkr3/pp1n3p/8/3Qpq2/8/8/PPP2PPP/1K1R1BNR w - - 3 17,f1b5 f5c2 b1a1 c2c1 d1c1 c8c1,1027,75,95,1333,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/RMybv4QI#33,Richter-Veresov_Attack Richter-Veresov_Attack_Other_variations
37913,0k4OY,4R3/p3Npkp/3b1p2/2pp4/b7/8/r2N1PPP/6K1 b - - 9 25,a2d2 e8g8 g7h6 e7f5 h6h5 g2g4,1917,73,94,7370,endgame long mate mateIn3,https://lichess.org/trkRb0a8/black#50,
37948,0k71V,2r3k1/5ppp/2K5/q2P4/2Q3P1/3P3P/2P5/4R2R w - - 21 49,c6d6 a5d8 d6e5 d8f6 e5e4 c8e8,2216,74,94,4448,endgame long mate mateIn3,https://lichess.org/ARz0YpW1#97,
37954,0k7MR,5rk1/1Q3ppp/2p2n1q/2P2b2/2BP4/5N2/6PP/R6K b - - 7 27,f5e4 b7f7 f8f7 a1a8 f6e8 a8e8,1920,74,82,114,long mate mateIn3 middlegame pin sacrifice,https://lichess.org/VM2F67aE/black#54,
37993,0k9S0,6r1/5R1p/3p4/5R1P/6k1/3P4/r4P2/6K1 w - - 2 39,f5f4 g4h3 g1f1 g8g1 f1g1 a2a1,2242,81,68,103,attraction discoveredAttack endgame long mate mateIn3 rookEndgame sacrifice,https://lichess.org/zJeT4f5Q#77,
38025,0kBcT,5rk1/1pr4p/4R1pQ/6N1/p2p4/P1N1p3/1P1q2PP/1R4K1 w - - 0 32,b1d1 d2f2 g1h1 f2f1 d1f1 f8f1,1489,77,90,1888,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/gN0EXdjz#63,
38036,0kBss,5r1k/p2Q2pp/2p4r/3p3q/3P4/4PpP1/PP3P1P/4R1RK w - - 5 24,h2h4 h5h4 g3h4 h6h4 d7h3 h4h3,737,90,88,660,endgame exposedKing kingsideAttack long mate mateIn3 sacrifice,https://lichess.org/rylofKSr#47,
38086,0kFWB,5rk1/6R1/7P/3p1P1Q/1p3q2/3p4/8/7K b - - 0 37,g8h8 g7h7 h8h7 h5g6 h7h8 g6g7,1786,74,93,278,attraction endgame exposedKing long mate mateIn3 sacrifice,https://lichess.org/mwuVur55/black#74,
38091,0kFbj,r1bq2k1/1pp2ppp/p2P4/4r3/2Q5/2N5/PPP3PP/R4RK1 b - - 0 17,c7d6 c4f7 g8h8 f7f8 d8f8 f1f8,966,95,95,575,backRankMate long mate mateIn3 middlegame,https://lichess.org/lfU3WCS3/black#34,Ruy_Lopez Ruy_Lopez_Cozio_Defense
38154,0kJaj,r4rk1/ppp2Rpp/2np4/3Q4/2PP4/2P1q1P1/P3b1BP/5R1K b - - 0 18,f8f7 d5f7 g8h8 f7f8 a8f8 f1f8,1015,81,47,44,backRankMate long mate mateIn3 middlegame,https://lichess.org/fSxpxU1L/black#36,English_Opening English_Opening_Kings_English_Variation
38237,0kRIT,3r2k1/1p3p2/5p1B/5Q2/3r4/8/Pq3PPP/R1R3K1 w - - 1 27,f5f6 b2c1 a1c1 d4d1 c1d1 d8d1,1710,77,94,2296,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/3PY12bTg#53,
38240,0kRR5,8/5p2/1p1p1Prk/3NnK1p/4PP2/6r1/8/R6R b - - 3 35,e5c6 h1h5 h6h5 a1h1 g3h3 h1h3,1787,78,83,75,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/AeiYdeIy/black#70,
38246,0kSAT,3r2k1/1p3ppp/p1b5/8/1P2pQ2/Pq2B2P/3R1PP1/6K1 b - - 0 32,d8d2 f4b8 d2d8 b8d8 c6e8 d8e8,1092,75,96,252,endgame long mate mateIn3,https://lichess.org/Fj9CbYP5/black#64,
38275,0kUNf,2kr1bnr/pppn1p2/7p/1Q4p1/5p2/N7/PPPq2PP/3RR2K b - - 1 17,d2f2 b5d7 d8d7 e1e8 d7d8 d1d8,1761,75,93,304,fork long mate mateIn3 middlegame sacrifice,https://lichess.org/VZG6UOAW/black#34,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
